encounter_datetime,park_area_id,park_division,encounter_type,simplified_encounter_type,sd_patronscomplied,sd_patronsnocomply,sd_amenity,closed_amenity,closed_patroncount,closed_approach,closed_outcome,park_borough
05/10/2020 02:50:00 PM,M011,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Adult fitness equipment,3.0,Yes,Yes,Manhattan
05/10/2020 02:00:00 PM,M164,Recreation,Social Distancing (groups of 3 or more),Social Distancing,2,1,Adult fitness equipment,,,,,Manhattan
05/10/2020 12:00:00 PM,M164,Recreation,Social Distancing (groups of 3 or more),Social Distancing,2,1,Soccer field,,,,,Manhattan
05/10/2020 08:33:00 AM,M105-01,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,5,Track/field area,,,,,Manhattan
05/10/2020 08:25:00 AM,M015,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,4,Bench/sitting area,,,,,Manhattan
05/10/2020 08:17:00 AM,M206,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,0,Bench/sitting area,,,,,Manhattan
05/10/2020 08:20:00 AM,M194,Recreation,Social Distancing (groups of 3 or more),Social Distancing,1,0,Bench/sitting area,,,,,Manhattan
05/10/2020 12:00:00 PM,B035,Recreation,Social Distancing (groups of 3 or more),Social Distancing,10,0,Bench/sitting area,,,,,Brooklyn
05/10/2020 10:00:00 AM,B035,Recreation,Social Distancing (groups of 3 or more),Social Distancing,6,0,Bench/sitting area,,,,,Brooklyn
05/07/2020 03:18:00 PM,M063,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
05/09/2020 11:05:00 AM,M063,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
05/10/2020 01:15:00 PM,R109-01,Recreation,Social Distancing (groups of 3 or more),Social Distancing,15,15,Open field/multi-purpose play area,,,,,Staten Island
05/10/2020 01:05:00 PM,M011,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Adult fitness equipment,2.0,Yes,No,Manhattan
05/10/2020 01:00:00 PM,M011,Recreation,Social Distancing (groups of 3 or more),Social Distancing,6,0,Track/field area,,,,,Manhattan
05/10/2020 01:00:00 PM,R106,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,0,Walking path,,,,,Staten Island
05/10/2020 12:00:00 PM,M164,Recreation,Social Distancing (groups of 3 or more),Social Distancing,2,1,Soccer field,,,,,Manhattan
05/10/2020 10:00:00 AM,M164,Recreation,Social Distancing (groups of 3 or more),Social Distancing,2,1,Soccer field,,,,,Manhattan
05/10/2020 11:32:00 AM,B124,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
05/10/2020 11:18:00 AM,B167,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
05/10/2020 11:20:00 AM,B154,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
05/10/2020 10:30:00 AM,B245,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
05/10/2020 10:30:00 AM,B126,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
05/10/2020 10:05:00 AM,M011,Recreation,Social Distancing (groups of 3 or more),Social Distancing,4,0,Bench/sitting area,,,,,Manhattan
05/10/2020 09:00:00 AM,M194,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
05/09/2020 04:07:00 PM,M164,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,1,Adult fitness equipment,,,,,Manhattan
05/09/2020 03:30:00 PM,B035,Recreation,Social Distancing (groups of 3 or more),Social Distancing,10,0,Bench/sitting area,,,,,Brooklyn
05/09/2020 03:05:00 PM,M164,Recreation,Social Distancing (groups of 3 or more),Social Distancing,1,3,Track/field area,,,,,Manhattan
05/09/2020 01:30:00 PM,B035,Recreation,Social Distancing (groups of 3 or more),Social Distancing,5,0,Bench/sitting area,,,,,Brooklyn
05/09/2020 11:00:00 AM,M217,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
05/09/2020 02:00:00 PM,M155,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
05/09/2020 03:00:00 PM,Q051,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/09/2020 10:30:00 AM,X040,Recreation,No encounter,No Encounter,,,,,,,,Bronx
05/09/2020 10:00:00 AM,X040,Recreation,No encounter,No Encounter,,,,,,,,Bronx
05/09/2020 08:30:00 AM,X040,Recreation,No encounter,No Encounter,,,,,,,,Bronx
05/09/2020 03:12:00 PM,Q102,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,5,Soccer field,,,,,Queens
05/09/2020 03:00:00 PM,M011,Recreation,Social Distancing (groups of 3 or more),Social Distancing,2,2,Baseball field,,,,,Manhattan
05/08/2020 11:30:00 AM,M011,Recreation,Social Distancing (groups of 3 or more),Social Distancing,3,3,Baseball field,,,,,Manhattan
05/09/2020 02:42:00 PM,M047-01,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Adult fitness equipment,6.0,Yes,No,Manhattan
05/09/2020 02:40:00 PM,Q360N,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/09/2020 02:45:00 PM,Q401,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/09/2020 02:33:00 PM,Q425-01,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/09/2020 02:26:00 PM,Q319,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/09/2020 02:20:00 PM,Q377,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/09/2020 02:15:00 PM,Q357B01,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/09/2020 02:07:00 PM,Q357B,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/09/2020 02:00:00 PM,Q428,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/09/2020 02:05:00 PM,B346,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,1.0,Yes,Yes,Brooklyn
05/09/2020 02:10:00 PM,M164,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,3,Track/field area,,,,,Manhattan
05/09/2020 01:50:00 PM,M022,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
05/09/2020 01:45:00 PM,Q394,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/09/2020 01:30:00 PM,Q162H,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/09/2020 01:00:00 PM,Q007,Recreation,Social Distancing (groups of 3 or more),Social Distancing,3,0,Bench/sitting area,,,,,Queens
05/09/2020 01:11:00 PM,M164,Recreation,Social Distancing (groups of 3 or more),Social Distancing,1,1,Adult fitness equipment,,,,,Manhattan
05/09/2020 12:45:00 PM,Q360N,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/09/2020 12:17:00 PM,Q401,Recreation,Social Distancing (groups of 3 or more),Social Distancing,6,0,Open field/multi-purpose play area,,,,,Queens
05/09/2020 12:08:00 PM,Q425-01,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/09/2020 12:03:00 PM,Q319,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/09/2020 11:28:00 AM,Q099-01,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/09/2020 11:24:00 AM,Q377,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/09/2020 11:21:00 AM,Q357B01,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/09/2020 11:17:00 AM,Q357B,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/09/2020 12:10:00 PM,M164,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,1,Track/field area,,,,,Manhattan
05/09/2020 11:15:00 AM,Q428,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/09/2020 12:30:00 PM,X045-03,Recreation,No encounter,No Encounter,,,,,,,,Bronx
05/09/2020 12:15:00 PM,X045-01,Recreation,No encounter,No Encounter,,,,,,,,Bronx
05/09/2020 12:00:00 PM,X103,Recreation,No encounter,No Encounter,,,,,,,,Bronx
05/09/2020 10:30:00 AM,B035,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
05/09/2020 11:06:00 AM,M164,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,1,Track/field area,,,,,Manhattan
05/09/2020 10:12:00 AM,M164,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
05/09/2020 09:03:00 AM,M164,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
05/09/2020 08:00:00 AM,M164,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
05/09/2020 11:05:00 AM,M063,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
05/07/2020 03:18:00 PM,M063,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
05/09/2020 09:45:00 AM,Q401,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/09/2020 07:45:00 AM,B401,Recreation,Social Distancing (groups of 3 or more),Social Distancing,3,0,Walking path,,,,,Brooklyn
05/07/2020 03:18:00 PM,M063,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
05/08/2020 03:00:00 PM,Q413-02,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/08/2020 01:00:00 PM,Q426,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/08/2020 11:00:00 AM,Q413,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/08/2020 03:45:00 PM,Q051,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/08/2020 03:12:00 PM,M164,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
05/08/2020 03:38:00 PM,X042,Recreation,No encounter,No Encounter,,,,,,,,Bronx
05/08/2020 03:15:00 PM,X013,Recreation,No encounter,No Encounter,,,,,,,,Bronx
05/08/2020 03:00:00 PM,X044,Recreation,No encounter,No Encounter,,,,,,,,Bronx
05/08/2020 12:00:00 PM,B077,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
05/07/2020 10:00:00 AM,B077,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
05/08/2020 12:05:00 PM,B245,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
05/08/2020 02:10:00 PM,M164,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
05/08/2020 01:30:00 PM,Q448,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/08/2020 01:00:00 PM,Q448,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/08/2020 12:15:00 PM,Q162J,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/08/2020 12:00:00 PM,Q162J01,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/08/2020 12:25:00 PM,Q218,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/08/2020 12:18:00 AM,Q395,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/08/2020 10:00:00 AM,B035,Recreation,Social Distancing (groups of 3 or more),Social Distancing,6,0,Bench/sitting area,,,,,Brooklyn
05/08/2020 12:10:00 PM,Q444,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/08/2020 12:10:00 PM,M164,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
05/08/2020 12:07:00 PM,Q102,Recreation,Social Distancing (groups of 3 or more),Social Distancing,3,0,Soccer field,,,,,Queens
05/08/2020 12:06:00 AM,Q102,Recreation,Social Distancing (groups of 3 or more),Social Distancing,3,0,Soccer field,,,,,Queens
05/08/2020 11:30:00 AM,M011,Recreation,Social Distancing (groups of 3 or more),Social Distancing,3,3,Baseball field,,,,,Manhattan
05/08/2020 11:55:00 AM,Q360N,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/08/2020 11:48:00 AM,Q425-01,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/08/2020 11:23:00 AM,M164,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,1,Adult fitness equipment,,,,,Manhattan
05/08/2020 10:00:00 AM,M077-04,Recreation,Social Distancing (groups of 3 or more),Social Distancing,3,2,Bench/sitting area,,,,,Manhattan
05/08/2020 11:41:00 AM,Q319,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/08/2020 11:00:00 AM,M056-03,Recreation,Social Distancing (groups of 3 or more),Social Distancing,9,3,Bench/sitting area,,,,,Manhattan
05/08/2020 11:34:00 AM,Q377,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/08/2020 11:28:00 AM,Q121-02,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/08/2020 11:30:00 AM,Q357B01,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/08/2020 11:27:00 AM,Q357B,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/08/2020 11:12:00 AM,M047-01,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Adult fitness equipment,3.0,No,No,Manhattan
05/08/2020 11:22:00 AM,Q428,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/08/2020 10:00:00 AM,Q448,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 02:00:00 PM,X103,Recreation,No encounter,No Encounter,,,,,,,,Bronx
05/07/2020 01:10:00 PM,X146,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,3,Bench/sitting area,,,,,Bronx
05/07/2020 01:30:00 PM,X045-03,Recreation,No encounter,No Encounter,,,,,,,,Bronx
05/08/2020 10:35:00 AM,Q401,Recreation,Social Distancing (groups of 3 or more),Social Distancing,2,0,Bench/sitting area,,,,,Queens
05/08/2020 10:30:00 AM,X042,Recreation,No encounter,No Encounter,,,,,,,,Bronx
05/08/2020 10:00:00 AM,Q448,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/08/2020 10:12:00 AM,X013,Recreation,No encounter,No Encounter,,,,,,,,Bronx
05/08/2020 10:00:00 AM,X044-01,Recreation,No encounter,No Encounter,,,,,,,,Bronx
05/08/2020 10:20:00 AM,Q395,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/08/2020 10:04:00 AM,B245,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
05/08/2020 10:10:00 AM,Q444,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 10:04:00 AM,B245,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
05/08/2020 10:15:00 AM,Q121-02,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/08/2020 09:04:00 AM,M164,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,1,Adult fitness equipment,,,,,Manhattan
05/08/2020 09:30:00 AM,Q218,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 04:03:00 PM,M164,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,3,Adult fitness equipment,,,,,Manhattan
05/08/2020 08:45:00 AM,Q099,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 05:30:00 PM,R015,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,1,Open field/multi-purpose play area,,,,,Staten Island
05/07/2020 05:15:00 PM,R129-01,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,6,Soccer field,,,,,Staten Island
05/07/2020 01:49:00 PM,B066,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,2.0,Yes,Yes,Brooklyn
05/07/2020 01:49:00 PM,B066,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,2.0,Yes,Yes,Brooklyn
05/07/2020 11:30:00 AM,B082-02,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,7.0,No,No,Brooklyn
05/07/2020 10:00:00 AM,M077-04,Recreation,Social Distancing (groups of 3 or more),Social Distancing,9,2,Bench/sitting area,,,,,Manhattan
05/07/2020 04:30:00 PM,R015,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,1,Open field/multi-purpose play area,,,,,Staten Island
05/07/2020 02:00:00 PM,Q099,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 03:15:00 PM,Q099,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 03:38:00 PM,R038A,Recreation,Social Distancing (groups of 3 or more),Social Distancing,8,0,Open field/multi-purpose play area,,,,,Staten Island
05/07/2020 03:18:00 PM,Q099,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Skate Park,2.0,Yes,Yes,Queens
05/07/2020 02:20:00 PM,Q099,Recreation,Social Distancing (groups of 3 or more),Social Distancing,10,15,Baseball field,,,,,Queens
05/07/2020 01:46:00 PM,Q099,Recreation,Social Distancing (groups of 3 or more),Social Distancing,5,10,Soccer field,,,,,Queens
05/07/2020 04:15:00 PM,R006,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,5,Open field/multi-purpose play area,,,,,Staten Island
05/07/2020 02:35:00 PM,R006,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,8,Open field/multi-purpose play area,,,,,Staten Island
05/07/2020 02:15:00 PM,X045-01,Recreation,Social Distancing (groups of 3 or more),Social Distancing,2,10,Open field/multi-purpose play area,,,,,Bronx
05/07/2020 02:45:00 PM,Q102,Recreation,Social Distancing (groups of 3 or more),Social Distancing,3,0,Baseball field,,,,,Queens
05/07/2020 11:30:00 AM,Q099-18,Recreation,Social Distancing (groups of 3 or more),Social Distancing,32,0,Track/field area,,,,,Queens
05/07/2020 03:50:00 PM,M105,Recreation,Social Distancing (groups of 3 or more),Social Distancing,3,0,Bench/sitting area,,,,,Manhattan
05/07/2020 03:50:00 PM,M105,Recreation,Social Distancing (groups of 3 or more),Social Distancing,3,0,Bench/sitting area,,,,,Manhattan
05/07/2020 02:35:00 PM,Q102-03,Recreation,Social Distancing (groups of 3 or more),Social Distancing,6,0,Open field/multi-purpose play area,,,,,Queens
05/07/2020 03:45:00 PM,M015,Recreation,Social Distancing (groups of 3 or more),Social Distancing,24,8,Bench/sitting area,,,,,Manhattan
05/07/2020 02:20:00 PM,Q102-02,Recreation,Social Distancing (groups of 3 or more),Social Distancing,4,0,Bench/sitting area,,,,,Queens
05/07/2020 03:40:00 PM,R006,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,6,Parking Lot,,,,,Staten Island
05/07/2020 03:13:00 PM,M164,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,2,Track/field area,,,,,Manhattan
05/07/2020 02:00:00 PM,Q360N,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 03:15:00 PM,Q218,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 03:20:00 PM,Q099,Recreation,Social Distancing (groups of 3 or more),Social Distancing,15,0,Walking path,,,,,Queens
05/07/2020 03:00:00 PM,Q444,Recreation,No encounter,No Encounter,,,,,,,,Queens
03/07/2020 03:15:00 PM,Q099-01,Recreation,Social Distancing (groups of 3 or more),Social Distancing,23,0,Soccer field,,,,,Queens
05/07/2020 02:50:00 PM,B401,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,0,Open field/multi-purpose play area,,,,,Brooklyn
05/07/2020 01:30:00 PM,M077-04,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
05/07/2020 03:00:00 PM,X104,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,0,Track/field area,,,,,Bronx
05/07/2020 02:50:00 PM,B154,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
05/07/2020 03:00:00 PM,Q099,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Skate Park,1.0,Yes,Yes,Queens
05/07/2020 02:40:00 PM,B167,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,1.0,No,No,Brooklyn
05/07/2020 02:34:00 PM,B168,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,0,Bench/sitting area,,,,,Brooklyn
05/07/2020 11:45:00 AM,Q007,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 11:35:00 AM,Q382,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 01:45:00 PM,B401,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
05/07/2020 01:38:00 PM,B154,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
05/07/2020 11:30:00 AM,Q313,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 01:26:00 PM,B167,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,1.0,No,Yes,Brooklyn
05/07/2020 03:18:00 PM,M063,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
05/07/2020 01:23:00 PM,B168,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,0,Bench/sitting area,,,,,Brooklyn
05/07/2020 02:59:00 PM,Q428,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 02:45:00 PM,Q413,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 02:54:00 PM,Q425-01,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 02:51:00 PM,Q319,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Adult fitness equipment,3.0,Yes,Yes,Queens
05/07/2020 01:03:00 PM,B245,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
05/07/2020 02:42:00 PM,Q357B,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,2.0,Yes,No,Queens
05/07/2020 02:48:00 PM,Q357B01,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 02:42:00 PM,M120A,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,11,Baseball field,,,,,Manhattan
05/07/2020 02:42:00 AM,Q357B,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,2.0,Yes,No,Queens
05/07/2020 02:00:00 PM,M011,Recreation,Social Distancing (groups of 3 or more),Social Distancing,4,8,Baseball field,,,,,Manhattan
05/07/2020 02:25:00 PM,Q444,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 02:21:00 PM,R005,Recreation,Social Distancing (groups of 3 or more),Social Distancing,3,0,Walking path,,,,,Staten Island
05/07/2020 02:00:00 PM,X002,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,0,Open field/multi-purpose play area,,,,,Bronx
05/06/2020 02:00:00 PM,X104,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,0,Track/field area,,,,,Bronx
05/07/2020 02:00:00 PM,X045,Recreation,Social Distancing (groups of 3 or more),Social Distancing,8,0,Open field/multi-purpose play area,,,,,Bronx
05/06/2020 02:00:00 PM,X033,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,0,Open field/multi-purpose play area,,,,,Bronx
05/07/2020 03:00:00 PM,Q448,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/06/2020 12:00:00 PM,X104,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,0,Track/field area,,,,,Bronx
05/07/2020 02:03:00 AM,M164,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,3,Track/field area,,,,,Manhattan
05/06/2020 09:45:00 AM,X104,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,0,Track/field area,,,,,Bronx
05/06/2020 08:15:00 AM,X092,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,0,Track/field area,,,,,Bronx
05/07/2020 11:45:00 AM,X045-01,Recreation,Social Distancing (groups of 3 or more),Social Distancing,3,0,Walking path,,,,,Bronx
05/06/2020 08:15:00 AM,X104,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,0,Track/field area,,,,,Bronx
05/07/2020 12:30:00 PM,X104,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,0,Track/field area,,,,,Bronx
05/07/2020 02:10:00 AM,Q218,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 11:30:00 AM,X146,Recreation,Social Distancing (groups of 3 or more),Social Distancing,10,0,Bench/sitting area,,,,,Bronx
05/07/2020 10:00:00 AM,X104,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,0,Track/field area,,,,,Bronx
05/07/2020 09:30:00 AM,X033,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,0,Walking path,,,,,Bronx
05/07/2020 09:00:00 AM,X002,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,0,Walking path,,,,,Bronx
05/07/2020 02:00:00 PM,R015,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,1,Open field/multi-purpose play area,,,,,Staten Island
05/07/2020 08:15:00 AM,X104,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,0,Soccer field,,,,,Bronx
05/07/2020 02:00:00 PM,R015,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Tennis courts,4.0,Yes,No,Staten Island
05/07/2020 12:00:00 PM,Q051,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 02:00:00 PM,Q121,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 01:15:00 PM,X045-02,Recreation,No encounter,No Encounter,,,,,,,,Bronx
05/07/2020 01:51:00 PM,M194,Recreation,Social Distancing (groups of 3 or more),Social Distancing,4,0,Open field/multi-purpose play area,,,,,Manhattan
05/07/2020 01:48:00 PM,M206,Recreation,Social Distancing (groups of 3 or more),Social Distancing,12,7,Bench/sitting area,,,,,Manhattan
05/07/2020 01:05:00 PM,X045-03,Recreation,No encounter,No Encounter,,,,,,,,Bronx
05/07/2020 12:55:00 PM,X045-01,Recreation,No encounter,No Encounter,,,,,,,,Bronx
05/07/2020 01:12:00 PM,M164,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,3,Track/field area,,,,,Manhattan
05/07/2020 12:45:00 PM,X045,Recreation,Social Distancing (groups of 3 or more),Social Distancing,10,5,Bench/sitting area,,,,,Bronx
05/07/2020 12:05:00 PM,M164,Recreation,Social Distancing (groups of 3 or more),Social Distancing,2,1,Adult fitness equipment,,,,,Manhattan
05/07/2020 11:02:00 AM,M164,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,1,Track/field area,,,,,Manhattan
05/07/2020 10:06:00 AM,M164,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,0,Adult fitness equipment,,,,,Manhattan
05/07/2020 09:04:00 AM,M164,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,0,Track/field area,,,,,Manhattan
05/07/2020 12:50:00 PM,R005,Recreation,Social Distancing (groups of 3 or more),Social Distancing,3,0,Walking path,,,,,Staten Island
05/07/2020 12:15:00 PM,Q218,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 12:05:00 AM,Q395,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 12:00:00 PM,Q444,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 08:00:00 AM,M164,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,0,Track/field area,,,,,Manhattan
05/07/2020 11:07:00 AM,R006,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,3,Walking path,,,,,Staten Island
05/07/2020 10:03:00 AM,B245,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
05/07/2020 11:15:00 AM,M022,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
05/07/2020 11:12:00 AM,Q401,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 11:04:00 AM,Q425-01,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 11:00:00 AM,Q319,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 10:54:00 AM,Q099-01,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 10:50:00 AM,Q377,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 10:48:00 AM,Q357B01,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 10:46:00 AM,Q357B,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 10:45:00 AM,Q428,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 10:37:00 AM,Q360N,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/07/2020 10:30:00 AM,X040,Recreation,Social Distancing (groups of 3 or more),Social Distancing,21,0,Bench/sitting area,,,,,Bronx
05/07/2020 10:27:00 AM,Q444,Recreation,No encounter,No Encounter,,,,,,,,Queens
